,id,room_type,neighbourhood,price,review_scores_rating,review_scores_cleanliness,review_scores_communication
2652,32706567,Private room,"Athens, Greece",121.0,4.67,4.83,5.0
2653,32708796,Entire home/apt,"Athina, Greece",113.0,4.84,4.86,4.83
2654,32735001,Entire home/apt,"Athina, Greece",90.0,4.96,4.85,4.96
2655,32744430,Entire home/apt,"Athina, Greece",42.0,4.74,4.82,4.93
2656,32759628,Entire home/apt,"Athina, Greece",49.0,4.78,4.82,4.95
2657,32797246,Entire home/apt,"Athina, Greece",75.0,4.82,4.89,4.93
2658,32811122,Entire home/apt,"Athina, Greece",96.0,4.97,4.91,4.99
2659,32814756,Entire home/apt,"Athina, Greece",319.0,4.84,4.94,4.97
2660,32826430,Private room,"Athens, Greece",90.0,4.38,4.69,4.62
2661,32831148,Entire home/apt,"Athina, Greece",84.0,4.96,5.0,5.0
2662,32832202,Entire home/apt,"Athina, Greece",100.0,4.94,4.96,4.98
2663,32840421,Entire home/apt,"Athina, Greece",38.0,4.68,4.75,4.92
2664,32841822,Entire home/apt,"Athina, Greece",58.0,4.66,4.81,4.89
2665,32877064,Entire home/apt,"Athina, Attica, Greece",61.0,4.84,4.68,4.95
2666,32883897,Entire home/apt,"Athina, Greece",55.0,4.83,5.0,4.83
2667,32894636,Entire home/apt,"Athina, Greece",111.0,4.96,4.98,4.98
2668,32904842,Entire home/apt,"Athina, Greece",45.0,4.79,4.62,5.0
2669,32929381,Entire home/apt,"Athina, Greece",68.0,4.62,4.71,4.89
2670,32962478,Entire home/apt,"Athina, Greece",44.0,4.74,4.61,4.84
2671,32972704,Entire home/apt,"Athina, Greece",78.0,4.88,4.98,4.91
2672,32983117,Entire home/apt,"Athina, Greece",486.0,4.99,4.99,4.97
2673,32998177,Entire home/apt,"Athina, Greece",40.0,4.71,4.73,4.9
2674,33002415,Entire home/apt,"Athina, Greece",500.0,4.67,4.33,5.0
2675,33010416,Entire home/apt,"Athina, Greece",243.0,4.98,4.98,4.99
2676,33013896,Entire home/apt,"Athina, Greece",81.0,4.79,4.82,4.97
2677,33018544,Entire home/apt,,49.0,4.8,4.84,4.88
2678,33018721,Entire home/apt,"Athina, Greece",51.0,4.71,4.88,4.94
2679,33040219,Entire home/apt,"Athina, Greece",65.0,4.88,4.92,5.0
2680,33071039,Entire home/apt,"Athina, Greece",568.0,4.96,5.0,4.98
2681,33071601,Entire home/apt,"Athina, Greece",418.0,5.0,4.91,5.0
2682,33072057,Entire home/apt,"Athina, Greece",418.0,5.0,4.73,4.91
2683,33072369,Entire home/apt,"Athina, Greece",525.0,5.0,5.0,5.0
2684,33079748,Entire home/apt,"Athina, Greece",50.0,,,
2685,33083330,Entire home/apt,"Athina, Greece",71.0,4.51,4.82,4.73
2686,33085069,Entire home/apt,"Athina, Greece",136.0,4.94,4.95,4.98
2687,33090023,Entire home/apt,"Athina, Greece",110.0,,,
2688,33092354,Entire home/apt,"Athina, Greece",70.0,4.95,4.96,4.93
2689,33096423,Entire home/apt,"Αθήνα, Greece",62.0,4.44,4.56,5.0
2690,33096812,Entire home/apt,"Athina, Greece",33.0,4.72,4.86,4.95
2691,39476638,Entire home/apt,,2000.0,,,
2692,33130357,Hotel room,"Athina, Greece",96.0,4.75,5.0,5.0
2693,33131028,Hotel room,"Athina, Greece",79.0,4.83,5.0,5.0
2694,33133598,Hotel room,"Athina, Greece",75.0,4.91,5.0,4.91
2695,33133767,Hotel room,"Athina, Greece",78.0,5.0,5.0,5.0
2696,33134101,Hotel room,"Athina, Greece",69.0,4.89,5.0,5.0
2697,33134229,Entire home/apt,"Athina, Greece",76.0,5.0,5.0,4.8
2698,33134411,Entire home/apt,,83.0,4.92,5.0,5.0
2699,33145944,Entire home/apt,"Athina, Greece",108.0,4.68,4.52,4.89
2700,33148358,Entire home/apt,"Athina, Greece",50.0,4.93,4.97,4.99
2701,33150113,Entire home/apt,"Athina, Greece",146.0,4.86,4.96,4.88
2702,33151818,Entire home/apt,"Athina, Greece",70.0,4.82,4.93,4.88
2703,33152222,Entire home/apt,"Athina, Greece",75.0,4.85,4.94,4.92
2704,33152512,Entire home/apt,"Athina, Greece",75.0,4.9,4.94,4.93
2705,33152755,Entire home/apt,"Athina, Greece",74.0,4.85,4.85,4.97
2706,33153675,Entire home/apt,,217.0,4.92,4.93,4.97
2707,33156034,Entire home/apt,"Athina, Greece",77.0,4.89,4.89,4.92
2708,33163418,Entire home/apt,"Athina, Greece",110.0,5.0,5.0,5.0
2709,33174673,Entire home/apt,,49.0,4.91,4.93,4.95
2710,33179520,Entire home/apt,"Athina, Greece",215.0,4.78,4.82,4.75
2711,33209105,Entire home/apt,"Αθήνα, Greece",84.0,5.0,5.0,5.0
2712,33216190,Entire home/apt,,73.0,4.82,4.92,4.81
2713,33220972,Entire home/apt,"Athina, Greece",51.0,4.9,4.83,4.94
2714,33223592,Private room,,30.0,4.44,4.33,4.56
2715,33224318,Private room,"Athina, Greece",29.0,4.71,4.36,4.86
2716,33233083,Entire home/apt,"Athina, Greece",76.0,4.98,5.0,5.0
2717,33233842,Entire home/apt,"Athens, Greece",50.0,4.72,4.65,4.94
2718,33236195,Entire home/apt,,68.0,3.5,3.5,5.0
2719,33237776,Entire home/apt,"Athina, Greece",147.0,4.81,4.9,4.93
2720,33259933,Entire home/apt,"Athina, Greece",47.0,4.86,4.79,4.93
2721,33266798,Entire home/apt,"Athina, Greece",126.0,4.79,4.67,4.79
2722,33281038,Entire home/apt,"Athina, Greece",85.0,4.93,4.88,4.99
2723,33281969,Entire home/apt,"Athina, Greece",60.0,4.88,4.88,4.95
2724,33282807,Entire home/apt,"Athina, Greece",139.0,4.88,5.0,5.0
2725,33284369,Entire home/apt,"Athina, Greece",92.0,4.86,4.89,5.0
2726,33287123,Entire home/apt,"Athina, Greece",86.0,4.94,4.92,4.95
2727,33311665,Entire home/apt,,69.0,4.3,4.51,4.87
2728,33338634,Entire home/apt,"Athina, Greece",56.0,4.9,4.9,5.0
2729,33345814,Entire home/apt,"Athina, Greece",76.0,4.73,4.84,4.85
2730,33356801,Entire home/apt,,54.0,4.77,4.48,4.86
2731,33383647,Entire home/apt,"Athina, Greece",56.0,4.61,4.57,4.79
2732,33391877,Entire home/apt,,60.0,4.97,4.97,5.0
2733,33394636,Entire home/apt,"Athina, Greece",47.0,4.84,4.94,4.95
2734,33395090,Entire home/apt,"Athina, Greece",51.0,4.75,4.58,4.85
2735,33396369,Entire home/apt,"Athina, Greece",51.0,4.83,4.94,4.97
2736,33396807,Entire home/apt,"Athina, Greece",53.0,4.87,4.92,4.96
2737,33397194,Entire home/apt,"Athina, Greece",51.0,4.89,4.95,4.96
2738,33409248,Entire home/apt,"Athens, Athens Center, Greece",169.0,4.9,4.91,4.9
2739,33416445,Entire home/apt,"Athina, Greece",49.0,4.56,4.55,4.92
2740,33418608,Entire home/apt,"Athina, Greece",74.0,4.73,4.61,4.88
2741,33419570,Entire home/apt,,47.0,4.75,4.63,4.95
2742,33422034,Entire home/apt,"Athina, Greece",,4.91,4.9,4.94
2743,33423153,Entire home/apt,"Athens, Greece",232.0,4.87,4.95,4.91
2744,33423467,Entire home/apt,"Athina, Greece",68.0,4.89,4.92,4.88
2745,33424805,Entire home/apt,,73.0,4.73,4.87,5.0
2746,33426930,Entire home/apt,,1000.0,4.76,4.88,4.85
2747,33431074,Entire home/apt,"Athina, Greece",68.0,4.71,4.77,4.86
2748,33442591,Entire home/apt,"Athina, Greece",60.0,4.96,4.85,4.96
2749,33453204,Entire home/apt,,40.0,4.5,5.0,4.5
2750,33459348,Entire home/apt,"Athina, Greece",252.0,4.94,4.94,4.99
2751,33460641,Entire home/apt,"Athina, Greece",86.0,5.0,4.95,4.92
2752,33462736,Entire home/apt,,42.0,4.77,4.72,4.94
2753,33467390,Entire home/apt,"Athina, Greece",65.0,4.71,4.78,4.87
2754,33469945,Entire home/apt,"Athina, Greece",80.0,4.84,4.77,4.95
2755,33480664,Entire home/apt,"Athina, Greece",108.0,4.78,4.8,4.95
2756,33480961,Entire home/apt,"Athina, Greece",70.0,4.72,4.88,4.71
2757,33481070,Entire home/apt,"Athina, Greece",66.0,4.81,4.79,4.9
2758,33481275,Entire home/apt,"Athina, Greece",70.0,4.85,4.88,4.93
2759,33481838,Entire home/apt,"Athina, Greece",70.0,4.82,4.85,4.86
2760,33481966,Entire home/apt,"Athina, Greece",82.0,4.72,4.89,4.85
2761,33483889,Entire home/apt,"Athina, Greece",55.0,4.68,4.77,4.78
2762,33484341,Entire home/apt,"Athina, Greece",67.0,4.8,4.86,4.86
2763,33485249,Entire home/apt,"Athina, Greece",43.0,4.59,4.68,4.72
2764,33491649,Entire home/apt,,113.0,4.92,4.95,4.98
2765,33492452,Entire home/apt,"Athina, Greece",72.0,4.83,4.73,4.94
2766,33507487,Entire home/apt,"Athina, Greece",70.0,4.96,4.98,4.99
2767,33509951,Entire home/apt,"Athina, Greece",171.0,4.89,4.88,4.91
2768,33514396,Entire home/apt,"Athina, Greece",233.0,,,
2769,33515059,Hotel room,"Athina, Greece",90.0,4.74,4.83,4.92
2770,33515637,Entire home/apt,"Athina, Greece",250.0,5.0,5.0,5.0
2771,33517068,Hotel room,"Athina, Greece",89.0,4.71,4.77,4.89
2772,33517279,Entire home/apt,"Athina, Greece",146.0,,,
2773,33518462,Hotel room,"Athina, Greece",96.0,4.7,4.73,4.86
2774,33519495,Hotel room,"Athina, Greece",95.0,4.71,4.8,4.91
2775,33521402,Entire home/apt,"Athina, Greece",63.0,4.74,4.81,4.93
2776,33535483,Entire home/apt,"Athina, Greece",60.0,4.86,4.93,4.96
2777,33543408,Entire home/apt,"Athina, Greece",54.0,5.0,5.0,4.87
2778,33544954,Entire home/apt,,89.0,4.89,4.84,4.96
2779,33550020,Hotel room,"Athina, Greece",91.0,4.69,4.78,4.91
2780,33550210,Entire home/apt,"Athina, Greece",500.0,5.0,5.0,4.96
2781,33565063,Entire home/apt,"Athens, Greece",155.0,5.0,5.0,4.89
2782,33565942,Entire home/apt,"Athina, Greece",184.0,4.87,4.91,4.94
2783,33566125,Entire home/apt,"Athina, Greece",,4.58,4.66,4.88
2784,33568078,Hotel room,"Athens, Attica, Greece",92.0,4.8,4.84,4.85
2785,33568115,Entire home/apt,"Zografou, Greece",93.0,4.69,4.76,4.84
2786,33569149,Hotel room,"Athina, Greece",104.0,4.81,4.86,4.93
2787,33571341,Entire home/apt,"Athina, Greece",44.0,4.71,4.63,4.8
2788,33575129,Entire home/apt,,52.0,4.86,4.87,4.87
2789,33575299,Hotel room,"Athina, Greece",102.0,4.78,4.82,4.87
2790,33577015,Hotel room,"Athina, Greece",98.0,4.88,4.82,4.95
2791,33581524,Entire home/apt,"Athina, Greece",95.0,4.84,4.79,4.95
2792,33583191,Hotel room,"Athina, Greece",167.0,4.73,4.82,4.88
2793,33586215,Entire home/apt,"Athina, Greece",111.0,4.89,4.95,5.0
2794,33595046,Entire home/apt,"Athens, Athens, Kolonaki, Greece",105.0,4.91,4.86,4.84
2795,33595870,Entire home/apt,"Athina, Greece",139.0,4.67,4.33,5.0
2796,33596988,Entire home/apt,"Psiri, Athens, Greece",156.0,5.0,5.0,5.0
2797,33598125,Entire home/apt,"Athens, Greece",140.0,5.0,5.0,5.0
2798,33598437,Entire home/apt,"Athina, Greece",42.0,4.63,4.77,4.88
2799,33599313,Entire home/apt,"Athina, Greece",46.0,4.67,4.87,4.72
2800,33608367,Entire home/apt,"Athina, Greece",70.0,4.83,4.92,4.98
2801,33624020,Entire home/apt,,103.0,4.55,4.7,4.85
2802,33630972,Entire home/apt,"Athina, Greece",126.0,4.9,4.88,4.85
2803,33636471,Entire home/apt,"Athina, Greece",40.0,4.89,4.97,4.88
2804,33639768,Entire home/apt,"Athina, Greece",86.0,4.68,4.84,4.95
2805,33646553,Entire home/apt,,42.0,4.8,4.85,4.97
2806,33648861,Entire home/apt,"Athina, Greece",98.0,4.87,4.8,4.98
2807,33649610,Entire home/apt,"Athina, Greece",82.0,4.89,4.92,4.98
2808,33655278,Entire home/apt,"Athina, Greece",83.0,4.88,4.75,4.97
2809,33657359,Entire home/apt,"Athina, Greece",80.0,4.82,4.81,4.97
2810,33668273,Entire home/apt,"Athina, Greece",127.0,4.96,4.92,4.9
2811,33668317,Entire home/apt,"Athina, Greece",45.0,4.72,4.63,4.91
2812,33673875,Entire home/apt,,70.0,4.93,5.0,5.0
2813,33681492,Entire home/apt,"Athina, Greece",186.0,4.9,4.8,5.0
2814,33703171,Entire home/apt,"Athina, Greece",218.0,4.83,4.81,4.9
2815,33709665,Entire home/apt,,111.0,4.71,4.8,4.97
2816,33715182,Entire home/apt,"Athina, Greece",76.0,4.85,4.82,4.96
2817,33718630,Entire home/apt,"Athina, Greece",144.0,4.93,4.95,4.98
2818,33728612,Entire home/apt,"Athina, Greece",58.0,4.8,4.85,4.76
2819,33730768,Entire home/apt,,87.0,4.66,4.71,4.81
2820,33730770,Entire home/apt,,78.0,4.75,4.83,4.75
2821,33735202,Entire home/apt,,60.0,4.84,4.88,4.89
2822,33735501,Entire home/apt,"Athina, Plaka, Greece",718.0,4.96,5.0,5.0
2823,33739080,Entire home/apt,"Athina, Greece",28.0,4.75,4.8,4.84
2824,33739154,Entire home/apt,"Athina, Greece",59.0,4.84,4.86,4.92
2825,33742566,Entire home/apt,"Athina, Greece",95.0,4.84,4.85,4.95
2826,33744896,Entire home/apt,"Athina, Greece",33.0,4.6,4.51,4.82
2827,33746831,Entire home/apt,"Zografou, Greece",34.0,4.52,4.52,4.73
2828,33759095,Entire home/apt,"Athina, Greece",50.0,4.95,4.97,5.0
2829,33764094,Private room,,34.0,4.83,4.72,4.91
2830,33769390,Entire home/apt,,69.0,4.93,4.96,4.97
2831,33778102,Entire home/apt,"Athina, Koukaki, Greece",93.0,4.96,4.96,4.99
2832,33796162,Entire home/apt,"Athina, Greece",119.0,4.77,4.81,4.84
2833,33796626,Entire home/apt,"Athina, Greece",69.0,4.86,4.86,4.94
2834,33802451,Entire home/apt,"Athina, Greece",85.0,4.92,4.9,4.98
2835,33803851,Entire home/apt,"Athina, Greece",53.0,4.58,4.45,4.89
2836,33816859,Entire home/apt,"Athina, Greece",126.0,4.91,4.97,4.91
2837,33818689,Entire home/apt,"Athina, Greece",62.0,4.73,4.78,4.96
2838,33819692,Entire home/apt,"Athina, Greece",290.0,,,
2839,33821799,Private room,"Athina, Greece",170.0,5.0,4.67,4.33
2840,33821833,Entire home/apt,"Athina, Greece",390.0,4.8,4.8,5.0
2841,33832693,Entire home/apt,"Athina, Koukaki, Greece",90.0,4.94,4.98,4.97
2842,33833090,Entire home/apt,,460.0,4.77,4.88,4.83
2843,33840583,Entire home/apt,"Athina, Greece",291.0,4.86,4.93,4.87
2844,33840899,Entire home/apt,"Athina, Greece",74.0,4.93,4.93,4.97
2845,33848339,Entire home/apt,"Athina, Greece",40.0,4.93,4.95,5.0
2846,33865785,Entire home/apt,,82.0,4.87,4.82,4.97
2847,33868313,Entire home/apt,"Athina, Greece",136.0,4.82,4.91,4.93
2848,33875467,Entire home/apt,"Athina, Greece",40.0,5.0,5.0,5.0
2849,33877038,Entire home/apt,"Athina, Greece",84.0,4.95,4.95,4.95
2850,33880432,Entire home/apt,"Athina, Greece",88.0,4.82,4.82,4.95
2851,33881866,Entire home/apt,"Athina, Greece",123.0,4.93,4.84,4.98
2852,33891311,Entire home/apt,,93.0,4.65,4.7,4.86
2853,33896781,Entire home/apt,,80.0,4.82,4.86,4.97
2854,33918542,Entire home/apt,,129.0,4.64,4.64,4.82
2855,33923454,Entire home/apt,"Athina, Greece",50.0,4.77,4.7,4.94
2856,33925601,Entire home/apt,"Athina, Greece",65.0,4.79,4.82,4.93
2857,33926396,Entire home/apt,,68.0,4.78,4.74,4.89
2858,33932626,Entire home/apt,"Athina, Greece",75.0,4.79,4.65,4.73
2859,33934386,Entire home/apt,"Athina, Koukaki, Greece",97.0,4.95,4.97,4.98
2860,33935555,Entire home/apt,"Athina, Greece",81.0,4.89,4.84,4.93
2861,33936746,Entire home/apt,"Athina, Greece",115.0,4.9,4.91,4.95
2862,33951438,Entire home/apt,"Athens, Greece",305.0,4.88,4.91,4.98
2863,33951946,Entire home/apt,"Athina, Greece",104.0,4.86,4.83,4.87
2864,33954358,Entire home/apt,,34.0,4.33,4.33,4.2
2865,33956749,Entire home/apt,"Athina, Greece",64.0,5.0,5.0,5.0
2866,33960092,Entire home/apt,"Athina, Greece",128.0,4.89,4.87,4.97
2867,33965971,Entire home/apt,"Athina, Greece",59.0,4.8,4.73,4.94
2868,33984608,Entire home/apt,"Athens, Greece",86.0,4.95,4.95,4.99
2869,33990666,Entire home/apt,"Athina, Greece",40.0,4.87,4.9,4.97
2870,33993380,Entire home/apt,,70.0,4.93,4.97,4.8
2871,34010016,Entire home/apt,"Athina, Greece",95.0,4.76,4.93,4.76
2872,34010711,Entire home/apt,"Athens, Greece",101.0,4.73,4.97,4.79
2873,34020526,Private room,,19.0,4.48,4.49,4.83
2874,34027669,Entire home/apt,"Athina, Greece",62.0,4.72,4.74,4.94
2875,34028051,Entire home/apt,"Athina, Greece",195.0,4.9,4.88,4.9
2876,34030215,Entire home/apt,"Athina, Greece",63.0,4.84,4.85,4.95
2877,34031160,Entire home/apt,"Athina, Greece",66.0,4.73,4.34,4.78
2878,34048163,Entire home/apt,"Athina, Greece",73.0,4.92,4.94,4.98
2879,34049627,Entire home/apt,"Athina, Greece",141.0,4.94,4.91,4.98
2880,34051026,Entire home/apt,"Athina, Greece",89.0,4.7,4.66,4.87
2881,34060521,Entire home/apt,"Athens, Thisio, Greece",116.0,4.96,4.95,4.99
2882,34064518,Entire home/apt,"Neos Kosmos, Athina, Greece",59.0,4.83,4.75,4.83
2883,34066463,Entire home/apt,"Αθήνα, Αττικη, Greece",31.0,4.84,4.93,4.94
2884,34069373,Entire home/apt,"Athina, Greece",119.0,5.0,5.0,5.0
2885,34070734,Entire home/apt,"Athina, Greece",73.0,4.92,4.97,4.98
2886,34099888,Entire home/apt,"Athina, Greece",82.0,4.9,4.94,4.96
2887,34105261,Entire home/apt,,75.0,4.85,4.86,4.92
2888,34106258,Entire home/apt,"Athina, Greece",47.0,4.49,4.41,4.71
2889,34107543,Entire home/apt,"Neos Kosmos, Athens, Attica, Greece",51.0,4.86,4.67,4.97
2890,34114128,Entire home/apt,"Athina, Greece",68.0,4.78,4.76,4.93
2891,34132088,Entire home/apt,"Athina, Greece",78.0,4.84,4.88,4.94
2892,34134130,Entire home/apt,"Athens, Greece",152.0,5.0,4.91,4.97
2893,34144135,Entire home/apt,"Athina, Greece",58.0,5.0,5.0,5.0
2894,34144861,Entire home/apt,"Athens, Greece",75.0,4.6,4.4,5.0
2895,34144863,Entire home/apt,"Athens, Greece",63.0,4.75,4.75,5.0
2896,34144883,Entire home/apt,"Athens, Greece",68.0,4.0,4.5,5.0
2897,34144977,Entire home/apt,"Athens, Greece",74.0,5.0,5.0,5.0
2898,34144987,Entire home/apt,"Athens, Greece",58.0,5.0,4.5,4.25
2899,34144991,Entire home/apt,"Athens, Greece",61.0,5.0,5.0,5.0
2900,34145216,Entire home/apt,"Athens, Greece",65.0,5.0,5.0,5.0
2901,34172591,Entire home/apt,,,5.0,5.0,5.0
2902,34190118,Entire home/apt,"Athina, Athens, Greece",173.0,4.95,4.88,4.93
2903,34193640,Private room,,20.0,4.58,4.49,4.93
2904,34229699,Entire home/apt,"Athina, Greece",63.0,4.63,4.69,4.91
2905,34249880,Entire home/apt,"Athina, Greece",80.0,,,
2906,34268100,Entire home/apt,"Athina, Greece",55.0,4.86,4.81,4.96
2907,34271242,Entire home/apt,"Athina, Greece",63.0,4.88,4.94,4.88
2908,34299065,Hotel room,,120.0,5.0,5.0,5.0
2909,34301077,Entire home/apt,"Athens, Greece",155.0,4.86,4.93,4.86
2910,34304207,Entire home/apt,"Athina, Greece",170.0,4.93,4.86,4.86
2911,34323670,Entire home/apt,"Athina, Greece",110.0,4.95,4.92,4.97
2912,34325065,Hotel room,,140.0,5.0,5.0,5.0
2913,34327334,Entire home/apt,"Athina, Greece",73.0,5.0,5.0,5.0
2914,34329689,Entire home/apt,"Αθήνα, Greece",187.0,5.0,5.0,5.0
2915,34330892,Entire home/apt,"Athina, Greece",163.0,,,
2916,34331081,Entire home/apt,"Athina, Greece",181.0,,,
2917,34331083,Entire home/apt,"Athina, Greece",136.0,4.9,4.76,4.93
2918,34331299,Entire home/apt,"Athina, Greece",227.0,4.43,4.71,4.86
2919,34331701,Entire home/apt,"Athina, Greece",163.0,,,
2920,34331863,Entire home/apt,"Athina, Greece",163.0,5.0,5.0,5.0
2921,34332052,Entire home/apt,"Athina, Greece",200.0,5.0,5.0,5.0
2922,34332172,Entire home/apt,"Athina, Greece",163.0,5.0,5.0,5.0
2923,34338034,Entire home/apt,"Athina, Greece",80.0,5.0,5.0,5.0
2924,34346348,Private room,"Athens, Attiki, Greece",34.0,5.0,4.9,5.0
2925,34347074,Entire home/apt,"Athens, Pangrati, Greece",154.0,4.85,4.9,4.9
2926,34352357,Entire home/apt,"Athens, Greece",139.0,5.0,5.0,5.0
2927,34361321,Entire home/apt,,95.0,4.81,4.9,4.89
2928,34361887,Entire home/apt,,53.0,4.92,4.91,4.96
2929,34383756,Entire home/apt,"Athina, Greece",58.0,4.69,4.76,4.95
2930,34384791,Entire home/apt,"Athina, Greece",729.0,4.99,4.99,5.0
2931,34409906,Entire home/apt,"Athina, Greece",85.0,4.92,4.92,4.94
2932,34410885,Entire home/apt,"Athina, Greece",65.0,4.7,4.6,4.8
2933,34413240,Private room,"Athina, Athens, Greece",77.0,4.93,4.98,4.85
2934,34416268,Entire home/apt,"Athina, Greece",46.0,4.87,4.91,4.96
2935,34436459,Entire home/apt,"Athina, Greece",364.0,4.93,4.98,4.98
2936,34436843,Entire home/apt,"Athens, Greece",52.0,5.0,4.94,5.0
2937,34466597,Entire home/apt,"Athina, Greece",92.0,4.66,4.58,4.67
2938,34469138,Entire home/apt,"Athina, Greece",40.0,,,
2939,34469805,Entire home/apt,"Athina, Greece",75.0,4.92,4.99,5.0
2940,34482581,Entire home/apt,"Athina, Greece",277.0,4.88,4.96,4.99
2941,34487036,Entire home/apt,"Athina, Greece",55.0,4.71,4.71,4.91
2942,34510107,Entire home/apt,"Athina, Greece",75.0,4.93,4.94,4.97
2943,34528061,Entire home/apt,"Athina, Greece",740.0,4.98,5.0,5.0
2944,34533573,Entire home/apt,,79.0,4.78,4.62,4.85
2945,34534589,Entire home/apt,"Athina, Greece",89.0,5.0,4.98,5.0
2946,34536252,Entire home/apt,"Athina, Greece",53.0,4.71,4.71,4.94
2947,34554457,Entire home/apt,"Athens, Greece",138.0,5.0,5.0,5.0
2948,34564312,Entire home/apt,"Athens, Greece",,5.0,3.67,4.67
2949,34564785,Entire home/apt,"Athina, Greece",121.0,4.69,4.8,4.76
2950,34595954,Entire home/apt,"Athina, Greece",55.0,3.92,4.03,4.63
2951,34597706,Entire home/apt,"Athina, Greece",41.0,4.96,4.9,4.96
2952,34599363,Entire home/apt,"Athina, Greece",39.0,4.81,4.83,4.76
2953,34599620,Entire home/apt,"Athina, Greece",47.0,4.9,4.97,5.0
2954,34601783,Entire home/apt,"Athina, Greece",55.0,4.79,4.7,4.91
2955,34611549,Entire home/apt,"Athina, Greece",49.0,4.73,4.61,4.74
2956,34618029,Entire home/apt,"Athina, Greece",61.0,5.0,4.98,5.0
2957,34620632,Entire home/apt,"Athens, Thissio, Greece",68.0,4.82,4.71,4.98
2958,34633044,Entire home/apt,"Athina, Greece",80.0,5.0,5.0,5.0
2959,34635072,Entire home/apt,"Athina, Greece",46.0,4.96,4.99,4.96
2960,34645268,Entire home/apt,"Athina, Greece",62.0,4.96,4.93,4.96
2961,34645780,Entire home/apt,"Athina, Greece",64.0,4.85,4.86,4.99
2962,34653864,Entire home/apt,"Athens, Greece",55.0,5.0,4.5,5.0
2963,34661656,Entire home/apt,"Athina, Greece",130.0,4.75,4.69,4.69
2964,34667052,Entire home/apt,,151.0,4.7,4.61,4.9
2965,34669693,Entire home/apt,"Athina, Greece",135.0,4.77,4.73,4.93
2966,34676730,Entire home/apt,"Athina, Greece",248.0,5.0,5.0,4.67
2967,34681047,Entire home/apt,"Athens, Greece",380.0,5.0,5.0,5.0
2968,34683125,Entire home/apt,"Athens, Greece",419.0,,,
2969,34698625,Entire home/apt,"Athina, Greece",45.0,4.56,4.44,4.77
2970,34705853,Entire home/apt,"Athina, Greece",67.0,4.53,4.46,4.39
2971,34711274,Entire home/apt,,77.0,4.88,4.87,4.99
2972,34712527,Entire home/apt,"Athina, Greece",476.0,5.0,5.0,5.0
2973,34716374,Entire home/apt,"Athina, Greece",197.0,4.73,4.86,4.68
2974,34718360,Entire home/apt,,72.0,4.94,5.0,5.0
2975,34728535,Entire home/apt,"Athens, Greece",,5.0,5.0,5.0
2976,34732780,Private room,,32.0,4.0,4.25,4.33
2977,34733051,Private room,,32.0,4.73,4.33,4.53
2978,34739591,Entire home/apt,"Athina, Greece",,4.49,4.63,4.81
2979,34740985,Entire home/apt,"Athina, Greece",93.0,4.97,4.94,4.96
2980,34745951,Entire home/apt,"Athina, Greece",82.0,4.9,4.93,4.96
2981,34751602,Entire home/apt,"Athens, Greece",452.0,5.0,5.0,5.0
2982,34767618,Entire home/apt,"Athina, Greece",50.0,4.72,4.49,4.91
2983,34773815,Hotel room,"Athina, Greece",51.0,4.76,4.7,4.93
2984,34774505,Entire home/apt,"Αθήνα, Greece",178.0,4.93,4.95,4.99
2985,34783971,Entire home/apt,"Athina, Greece",43.0,4.79,4.57,4.93
2986,34803606,Entire home/apt,"Athina, Greece",50.0,4.58,4.46,4.75
2987,34837369,Entire home/apt,"Athina, Greece",250.0,4.97,4.99,4.98
2988,34841122,Entire home/apt,"Athina, Greece",66.0,4.7,4.78,4.94
2989,34845252,Entire home/apt,"Galatsi, Greece",42.0,5.0,4.98,4.98
2990,34850999,Private room,"Athens, Attica, Greece",28.0,4.85,4.63,4.95
2991,34851815,Private room,"Athina, Greece",30.0,4.97,4.97,4.94
2992,34863336,Entire home/apt,"Athina, Greece",59.0,4.8,4.85,4.92
2993,34877482,Entire home/apt,"Athina, Greece",312.0,4.67,5.0,5.0
2994,34888211,Entire home/apt,,75.0,4.61,4.6,4.86
2995,34918512,Entire home/apt,,75.0,4.79,4.72,4.94
2996,34921861,Entire home/apt,,54.0,4.55,4.42,4.75
2997,34934042,Private room,"Athina, Greece",25.0,4.67,4.65,4.85
2998,34954638,Entire home/apt,"Athina, Greece",83.0,4.92,4.95,4.98
2999,34957374,Entire home/apt,"Athina, Greece",141.0,4.73,4.95,4.9
3000,34958003,Entire home/apt,"Athina, Greece",58.0,4.93,4.95,4.94
3001,34962052,Entire home/apt,,77.0,4.77,4.91,4.86
3002,34963176,Entire home/apt,"Athina, Greece",76.0,4.58,4.62,4.96
3003,34970987,Entire home/apt,"Athina, Greece",45.0,4.83,4.85,4.88
3004,34971548,Entire home/apt,"Athina, Greece",120.0,4.67,5.0,5.0
3005,34972278,Entire home/apt,"Athina, GA, Greece",43.0,4.69,4.79,4.94
3006,34988688,Private room,"Athina, Greece",20.0,4.64,4.57,4.78
3007,35017691,Entire home/apt,"Athina, Greece",174.0,4.73,4.87,4.86
3008,35018963,Entire home/apt,"Athens, Greece",120.0,4.86,4.97,4.93
3009,35019358,Entire home/apt,"Athina, Greece",105.0,4.6,4.7,4.8
3010,35021118,Entire home/apt,"Athina, Greece",110.0,5.0,5.0,5.0
3011,35028089,Entire home/apt,"Athina, Greece",91.0,4.87,4.79,4.96
3012,35029230,Entire home/apt,"Athens , Neo Kosmos, Greece",54.0,4.54,4.68,4.76
