,id,room_type,neighbourhood,price,review_scores_rating,review_scores_cleanliness,review_scores_communication
0,10595,Entire home/apt,"Athens, Attica, Greece",108.0,4.86,4.85,4.9
1,10990,Entire home/apt,"Athens, Attica, Greece",136.0,4.82,4.86,4.9
2,10993,Entire home/apt,"Athens, Attica, Greece",67.0,4.83,4.94,4.98
3,10995,Entire home/apt,"Athens, Attica, Greece",78.0,4.81,4.9,4.87
4,27262,Entire home/apt,,58.0,4.84,4.96,4.96
5,33945,Entire home/apt,"Athens, Αττική, Greece",30.0,4.71,4.68,4.89
6,49489,Entire home/apt,"Athens, Αττική, Greece",206.0,4.68,4.68,4.87
7,60394,Entire home/apt,"Athens, Attica, Greece",50.0,4.97,4.94,4.97
8,133835,Entire home/apt,"Athens, Attica, Greece",70.0,4.59,4.52,4.74
9,154243,Entire home/apt,"Athens, Attica, Greece",65.0,4.71,4.66,4.89
10,155654,Entire home/apt,,70.0,4.77,4.83,4.78
11,179705,Entire home/apt,"Athens, Attica, Greece",45.0,4.12,4.08,4.59
12,240960,Entire home/apt,"Athens, Attica, Greece",125.0,4.87,4.82,4.87
13,270611,Entire home/apt,,50.0,4.64,4.67,4.8
14,270954,Entire home/apt,"Athens, Attica, Greece",107.0,4.74,4.88,4.92
15,270973,Entire home/apt,"Athens, Attica, Greece",107.0,4.97,4.9,4.97
16,306234,Entire home/apt,"Athens, Attica, Greece",414.0,4.98,4.98,4.99
17,308157,Entire home/apt,"Athens, Greece",65.0,4.5,4.5,5.0
18,350321,Entire home/apt,,56.0,4.65,4.87,4.74
19,361393,Entire home/apt,"Athens, Attica, Greece",90.0,4.69,4.79,4.84
20,401423,Entire home/apt,"Athens, Attica, Greece",90.0,4.91,4.87,5.0
21,408907,Entire home/apt,"Athens, Attica, Greece",65.0,4.88,4.91,4.96
22,469140,Entire home/apt,"Athens, Attica, Greece",141.0,4.78,4.89,4.89
23,470219,Entire home/apt,"Athens, Attica, Greece",125.0,4.86,4.95,4.86
24,474719,Entire home/apt,,50.0,4.76,4.91,4.92
25,484852,Entire home/apt,"Athens, Attica, Greece",33.0,4.88,4.7,4.85
26,484925,Entire home/apt,,260.0,4.92,4.95,4.85
27,485570,Entire home/apt,"Athens, Attica, Greece",40.0,4.52,4.48,4.65
28,496416,Entire home/apt,"Athens, Attica, Greece",92.0,4.63,4.88,4.63
29,496503,Entire home/apt,"Athens, Attica, Greece",200.0,4.9,5.0,4.8
30,496561,Entire home/apt,,120.0,4.91,4.87,4.83
31,498604,Entire home/apt,"Athens, Attica, Greece",50.0,4.55,4.5,4.78
32,502779,Entire home/apt,"Athens, Attica, Greece",481.0,4.78,4.82,4.87
33,502842,Entire home/apt,"Athens, Attica, Greece",92.0,4.88,4.88,5.0
34,536123,Entire home/apt,"Athens, Attica, Greece",72.0,4.65,4.88,4.91
35,565235,Entire home/apt,,59.0,4.96,4.92,4.94
36,567938,Entire home/apt,,48.0,4.91,4.92,4.93
37,571492,Entire home/apt,"Athens, Greece",536.0,4.87,5.0,4.96
38,571876,Entire home/apt,"Athens, Attica, Greece",51.0,4.78,4.82,4.97
39,590287,Entire home/apt,"Athens, Attica, Greece",46.0,4.67,4.67,4.85
40,593916,Entire home/apt,,154.0,4.89,4.86,4.84
41,596137,Entire home/apt,"Athens, Attiki, Greece",32.0,4.12,4.17,4.53
42,631150,Entire home/apt,,80.0,4.89,4.82,4.97
43,644785,Entire home/apt,"Athens, Attica, Greece",71.0,5.0,4.99,5.0
44,653639,Entire home/apt,"Athens, Attica, Greece",200.0,4.82,4.88,4.89
45,691025,Entire home/apt,"Athina, Greece",70.0,4.77,4.91,4.96
46,695173,Entire home/apt,"Athens, Attiki, Greece",120.0,4.88,4.92,4.93
47,699974,Entire home/apt,"Athens, Attica, Greece",45.0,4.63,4.85,4.91
48,702480,Entire home/apt,"Athens, Attica, Greece",48.0,4.9,4.93,4.95
49,709960,Entire home/apt,"Athens, Attica, Greece",90.0,4.74,4.37,4.88
50,711554,Entire home/apt,"Athens, Greece",81.0,4.87,4.89,4.96
51,718941,Entire home/apt,"Athens, Greece",348.0,4.96,5.0,4.95
52,724485,Entire home/apt,"Athens, Attica, Greece",45.0,4.8,4.55,4.98
53,726412,Private room,,50.0,4.75,4.5,4.5
54,727374,Entire home/apt,"Athens, Attica, Greece",34.0,4.83,4.93,4.94
55,752058,Entire home/apt,"Athens, Attica, Greece",46.0,4.63,4.77,4.93
56,767272,Entire home/apt,"Athens, Attica, Greece",400.0,5.0,5.0,5.0
57,780733,Entire home/apt,,300.0,5.0,4.0,5.0
58,784414,Entire home/apt,,37.0,3.0,2.33,3.0
59,800755,Entire home/apt,"Athens, Attica, Greece",290.0,4.95,4.97,4.98
60,807239,Entire home/apt,,53.0,4.75,4.75,4.75
61,809874,Entire home/apt,,98.0,4.96,4.97,4.91
62,866381,Entire home/apt,,70.0,4.87,4.94,4.88
63,878526,Entire home/apt,"Athens, Attica, Greece",110.0,4.79,4.71,4.68
64,886724,Entire home/apt,"Athens, Attica, Greece",56.0,4.61,4.47,4.89
65,896212,Entire home/apt,"Athens, Attica, Greece",69.0,4.95,4.96,4.93
66,905315,Entire home/apt,"Athens, Greece",66.0,4.92,4.98,4.94
67,912425,Entire home/apt,"Athina, Attica, Greece",100.0,4.91,4.88,4.97
68,918776,Entire home/apt,,60.0,4.84,4.72,4.92
69,940213,Entire home/apt,"Athens, Attica, Greece",293.0,4.86,4.93,4.96
70,947552,Entire home/apt,"Athens, Attica, Greece",70.0,4.61,4.54,4.98
71,956538,Entire home/apt,"Athens, Attica, Greece",129.0,4.86,4.97,4.93
72,974442,Entire home/apt,,43.0,4.86,4.86,5.0
73,1004858,Entire home/apt,,150.0,4.83,4.77,4.83
74,1021237,Entire home/apt,"Athens, Attica, Greece",110.0,4.93,5.0,4.98
75,1046994,Entire home/apt,"Athens, Attica, Greece",400.0,4.85,4.89,5.0
76,1094063,Entire home/apt,"Athens, Attica, Greece",65.0,4.92,4.98,4.96
77,1116076,Entire home/apt,,80.0,4.67,4.7,4.75
78,1119721,Entire home/apt,"Athens, Attica, Greece",70.0,4.56,4.44,4.67
79,3402831,Entire home/apt,"Athens, Attica, Greece",129.0,4.88,4.95,4.92
80,1154316,Entire home/apt,,60.0,4.72,4.83,4.82
81,1177492,Entire home/apt,"Athens, Attica, Greece",42.0,4.73,4.84,4.9
82,1208210,Entire home/apt,"Athina, Greece",100.0,4.99,4.99,4.97
83,1214643,Entire home/apt,"Athens, Attica, Greece",54.0,4.87,4.95,4.92
84,1215055,Entire home/apt,,368.0,4.99,4.99,5.0
85,1216176,Entire home/apt,"Athens, Attica, Greece",300.0,4.92,4.91,4.9
86,1245373,Entire home/apt,,62.0,4.78,4.57,4.8
87,1259830,Entire home/apt,"Athens, Attica, Greece",95.0,4.9,4.92,4.96
88,1271620,Entire home/apt,"Athens, Greece",50.0,5.0,4.8,5.0
89,1272844,Entire home/apt,,25.0,4.54,4.67,4.83
90,1286210,Entire home/apt,,48.0,4.57,4.29,4.33
91,1315027,Entire home/apt,,69.0,4.09,3.55,4.91
92,1368303,Entire home/apt,"Athens, Ampelokipi, Greece",60.0,4.87,4.95,4.92
93,1372935,Entire home/apt,"Athens, Attica, Greece",130.0,4.78,4.66,4.9
94,1374299,Entire home/apt,"Athens, Attica, Greece",37.0,4.89,4.95,4.96
95,1470809,Entire home/apt,,100.0,5.0,4.67,5.0
96,1473284,Private room,,40.0,4.73,5.0,5.0
97,1484797,Entire home/apt,"Athens, Attica, Greece",75.0,4.89,4.96,4.96
98,1499953,Entire home/apt,"Athens, Attica, Greece",159.0,4.83,4.9,4.91
99,1529526,Entire home/apt,"Athens, Attica, Greece",89.0,4.85,4.96,4.97
100,1568065,Entire home/apt,"Athens, Attica, Greece",96.0,4.92,4.98,4.89
101,1575982,Entire home/apt,"Athens, Attica, Greece",51.0,4.58,4.88,4.96
102,1615453,Entire home/apt,,80.0,4.87,4.8,4.89
103,1639002,Entire home/apt,,39.0,3.83,3.67,3.83
104,1654320,Entire home/apt,,91.0,4.82,4.8,4.92
105,1672696,Entire home/apt,"Athina, Greece",99.0,4.89,4.85,5.0
106,1708578,Entire home/apt,,39.0,4.84,4.91,4.94
107,1728675,Entire home/apt,"Athens, ΜΕΤΑΞΟΥΡΓΕΙΟ, Greece",50.0,4.73,4.8,4.93
108,1734269,Entire home/apt,"Athina, Greece",35.0,4.8,4.81,4.92
109,1743425,Entire home/apt,"Athens, Attica, Greece",103.0,4.9,4.89,4.93
110,1793287,Entire home/apt,"Athens, Attica, Greece",120.0,,,
111,1811588,Entire home/apt,"Athens, Attica, Greece",99.0,4.67,4.8,4.83
112,1826249,Private room,"Athens, Attica, Greece",33.0,4.92,4.91,4.97
113,1845240,Entire home/apt,"Athens, Attica, Greece",42.0,4.74,4.76,4.94
114,1900810,Entire home/apt,"Athens, Greece",85.0,4.69,4.62,5.0
115,1952753,Entire home/apt,"Athens, Attica, Greece",48.0,4.82,4.96,4.88
116,2025216,Entire home/apt,"Athens, Greece",64.0,4.67,4.67,5.0
117,2064939,Entire home/apt,"Athina, Attica, Greece",120.0,4.92,5.0,5.0
118,2069270,Entire home/apt,"Athens, Greece",261.0,4.98,4.98,4.95
119,2096863,Entire home/apt,,120.0,5.0,5.0,5.0
120,2133917,Entire home/apt,"Athens, Attica, Greece",318.0,4.69,4.56,4.85
121,2148876,Entire home/apt,"Athens, Attica, Greece",150.0,4.85,4.65,4.88
122,2180753,Entire home/apt,"Athina, Famagusta, Greece",80.0,5.0,5.0,5.0
123,2219385,Entire home/apt,"Athina, Attica, Greece",90.0,4.65,4.5,4.79
124,2235818,Entire home/apt,"Athens, Greece",83.0,4.89,4.86,4.95
125,2266094,Entire home/apt,"Athens, Attica, Greece",110.0,4.98,4.92,4.94
126,2299339,Entire home/apt,"Athens, Attica, Greece",95.0,4.78,4.89,4.79
127,2305770,Entire home/apt,"Athens, Attica, Greece",64.0,4.88,4.96,4.93
128,2322698,Entire home/apt,"Athina, Greece",101.0,4.93,4.9,4.98
129,2513822,Entire home/apt,"Αθήνα, νέος κόσμος, Greece",95.0,4.95,4.94,4.98
130,2534822,Entire home/apt,"Athens, Attica, Greece",65.0,4.74,4.57,4.89
131,2551382,Entire home/apt,"Athens, Attica, Greece",166.0,4.8,4.92,4.79
132,2579525,Entire home/apt,"Athens, Attica, Greece",51.0,4.74,4.77,4.83
133,2618140,Entire home/apt,"Athens, Attica, Greece",147.0,4.84,4.78,4.94
134,2630315,Entire home/apt,"Athina, Greece",350.0,4.84,4.79,4.94
135,2642944,Entire home/apt,,70.0,4.67,4.67,5.0
136,2655090,Entire home/apt,"Athens, Attica, Greece",113.0,4.89,4.97,4.97
137,2667852,Entire home/apt,"Athens, Attica, Greece",67.0,4.6,4.93,4.93
138,2668122,Entire home/apt,"Athens, Attica, Greece",60.0,4.41,4.73,4.68
139,2725897,Private room,"Athens, Attica, Greece",27.0,4.92,4.9,4.96
140,2739623,Entire home/apt,"Athens, Attica, Greece",93.0,4.89,4.89,4.96
141,2751269,Private room,"Athens, Attica, Greece",32.0,4.92,4.96,4.95
142,2753388,Entire home/apt,"Athens, Attica, Greece",30.0,4.65,4.77,4.94
143,2816920,Entire home/apt,"Athens, Greece",44.0,4.94,4.94,4.95
144,2822037,Entire home/apt,"Athens, Attica, Greece",71.0,4.79,4.76,4.93
145,2841806,Entire home/apt,"Athens, Attica, Greece",152.0,4.85,4.95,4.92
146,2912133,Entire home/apt,"Athens, Attica, Greece",89.0,4.9,4.97,4.96
147,2920545,Entire home/apt,"Athens, Greece",127.0,4.91,4.96,4.94
148,2929796,Entire home/apt,"Athens, Attica, Greece",67.0,4.85,4.76,4.94
149,2953049,Entire home/apt,"Athens, Attica, Greece",96.0,4.91,4.96,4.98
150,2973483,Private room,"Athens, Attica, Greece",123.0,4.59,4.54,4.79
151,3036157,Entire home/apt,"Athens, Greece",166.0,4.99,4.99,5.0
152,3107136,Entire home/apt,"Athens, Attica, Greece",128.0,4.0,4.33,4.33
153,3117246,Entire home/apt,"Athens, Attica, Greece",57.0,4.84,4.87,4.96
154,3150921,Entire home/apt,"Athina, Greece",50.0,4.58,4.75,4.88
155,3179431,Entire home/apt,"Athens, Attica, Greece",140.0,4.8,5.0,4.8
156,3179713,Entire home/apt,"Athens, Attica, Greece",136.0,4.53,5.0,4.88
157,3180437,Entire home/apt,"Athens, Attica, Greece",110.0,4.83,4.83,5.0
158,3180549,Entire home/apt,"Athens, Attica, Greece",98.0,4.55,4.73,5.0
159,3180588,Entire home/apt,"Athens, Attica, Greece",90.0,4.69,5.0,4.92
160,3314818,Private room,,1050.0,,,
161,3362911,Entire home/apt,,30.0,4.58,4.67,4.77
162,3381733,Entire home/apt,"Athens, Attica, Greece",278.0,4.72,4.76,4.78
163,3428808,Entire home/apt,"Αθήνα, Αττική, Greece",85.0,4.71,4.7,4.84
164,3431705,Entire home/apt,"Athens, Attica, Greece",150.0,4.84,4.83,4.88
165,3435208,Entire home/apt,"Athens, Attica, Greece",85.0,4.76,4.82,4.93
166,3455329,Entire home/apt,,90.0,4.53,4.63,4.7
167,3461034,Entire home/apt,"Μενεμένη, Greece",64.0,4.5,4.33,4.67
168,3489508,Entire home/apt,"Athens, Attica, Greece",51.0,4.73,4.52,4.74
169,3500141,Entire home/apt,"Athens, Greece",96.0,4.89,4.8,4.99
170,3517805,Entire home/apt,"Athens, Greece",95.0,4.79,4.88,4.77
171,3631750,Entire home/apt,"Athens, Greece",,4.92,4.98,4.99
172,3634873,Entire home/apt,"Athina, Greece",101.0,4.93,4.98,5.0
173,3659371,Entire home/apt,"Athens, Greece",143.0,4.5,4.75,4.75
174,3704577,Entire home/apt,"Athina, Greece",334.0,4.9,4.89,4.97
175,3729343,Entire home/apt,"Athens,, Platia Amerikis, Greece",,4.72,4.88,4.79
176,3759135,Entire home/apt,"Athens, Attica, Greece",57.0,4.29,4.23,4.62
177,3770848,Entire home/apt,"Athens, Greece",320.0,4.82,4.84,4.88
178,3831850,Entire home/apt,"Athens, Greece",150.0,4.87,4.96,4.95
179,3832141,Entire home/apt,"Ampelokipoi, Greece",70.0,4.82,4.91,5.0
180,3913946,Entire home/apt,"Psiri, Athens, Greece",175.0,4.97,4.97,5.0
181,3940117,Entire home/apt,"Athens, Attica, Greece",53.0,4.56,4.68,4.93
182,4072032,Entire home/apt,"Athens, Greece",79.0,4.98,4.81,4.9
183,4094400,Entire home/apt,"Athens, Greece",70.0,4.91,4.97,4.95
184,4102498,Entire home/apt,"Ano Karellas, Greece",55.0,4.52,4.4,4.92
185,4119683,Entire home/apt,"Athens, Attica, Greece",82.0,4.96,4.95,4.96
186,4160750,Entire home/apt,"Athens, Greece",61.0,4.83,4.9,4.93
187,4175883,Entire home/apt,"Athens, Greece",53.0,4.98,4.98,4.98
188,4178088,Private room,"Athina, Attica, Greece",33.0,4.48,4.41,4.72
189,4189994,Entire home/apt,"Αθήνα, Αττική, Greece",98.0,4.83,4.83,5.0
190,4199872,Entire home/apt,"Athens, Greece",60.0,4.88,4.85,4.94
191,4209759,Entire home/apt,"Athens, Attica, Greece",58.0,4.77,4.77,4.87
192,4245658,Entire home/apt,"Athens, Greece",64.0,4.95,4.96,4.99
193,4246787,Entire home/apt,"Athina, Greece",50.0,4.6,4.71,4.92
194,4253959,Entire home/apt,,59.0,4.33,4.67,5.0
195,4331746,Entire home/apt,"Athens, Greece",40.0,4.59,4.71,4.96
196,4390763,Private room,"Monastiraki .Αθήνα, Αττικη, Greece",60.0,4.53,4.36,4.78
197,4399187,Entire home/apt,"Athens, Greece",81.0,4.89,4.81,4.92
198,4402592,Entire home/apt,"Athina, Attica, Greece",49.0,4.95,4.98,5.0
199,4442918,Entire home/apt,"Athens, Greece",41.0,4.14,4.43,4.43
200,4443443,Entire home/apt,"Athina, Greece",180.0,4.61,4.78,5.0
201,4453537,Entire home/apt,"Athens, Greece",32.0,4.75,4.82,4.84
202,4463531,Entire home/apt,"Athens, Greece",50.0,4.92,4.96,4.99
203,4521465,Entire home/apt,"Athens, Greece",237.0,4.99,4.99,4.98
204,4619721,Entire home/apt,,36.0,4.75,4.81,4.84
205,4649848,Entire home/apt,"Athina, Greece",35.0,4.54,4.48,4.84
206,4670971,Entire home/apt,,69.0,4.58,4.58,4.83
207,4728119,Entire home/apt,"Athina, Greece",65.0,4.82,4.89,4.94
208,4748673,Entire home/apt,,63.0,4.74,4.55,4.82
209,4766077,Entire home/apt,"Athina, Greece",62.0,4.87,4.79,4.95
210,4849860,Entire home/apt,"Athina, Greece",52.0,4.99,4.98,5.0
211,4939649,Entire home/apt,,120.0,4.96,4.93,4.98
212,5025556,Entire home/apt,,69.0,4.86,4.83,4.96
213,5029402,Entire home/apt,"Athens, Αττική, Greece",40.0,4.76,4.62,4.77
214,5071690,Entire home/apt,"Athina, Greece",357.0,4.96,4.96,4.89
215,5130753,Entire home/apt,"Athina, Greece",34.0,4.72,4.76,4.94
216,5181111,Entire home/apt,"Athina, Greece",181.0,4.99,4.96,4.99
217,5188935,Entire home/apt,"Athens, Greece",164.0,4.99,4.97,4.99
218,5196621,Entire home/apt,"Athina, Greece",39.0,4.82,4.91,4.92
219,5266430,Entire home/apt,"Athens, Attica, Greece",141.0,4.93,4.94,4.96
220,5299516,Entire home/apt,"Athina, Greece",480.0,4.88,4.78,4.98
221,5464071,Entire home/apt,"Athina, Greece",41.0,4.75,4.5,4.5
222,5476645,Entire home/apt,"Athina, Greece",126.0,4.93,4.99,4.98
223,5508232,Entire home/apt,"Athina, Greece",90.0,4.88,4.85,4.9
224,5622755,Entire home/apt,"Athens, Attiki, Greece",98.0,4.98,4.97,4.99
225,5652131,Entire home/apt,"Athina, Greece",299.0,5.0,5.0,5.0
226,5662266,Entire home/apt,"Athina, Greece",300.0,4.89,4.84,5.0
227,5676228,Entire home/apt,"Athina, Greece",74.0,4.83,4.72,4.86
228,5683244,Entire home/apt,"Athina, Greece",153.0,4.95,4.97,4.97
229,5710721,Entire home/apt,"Athens, attiki, Greece",99.0,5.0,5.0,5.0
230,5732674,Entire home/apt,"Athina, attiki, Greece",102.0,4.9,4.87,4.96
231,5744553,Entire home/apt,"Athina, Greece",49.0,4.65,4.72,4.79
232,5745302,Entire home/apt,"Athina, Greece",49.0,4.59,4.75,4.73
233,5765659,Entire home/apt,"Athina, Greece",47.0,4.85,4.92,4.93
234,5783504,Entire home/apt,"Athina, Greece",367.0,5.0,5.0,5.0
235,5788192,Entire home/apt,"Αθήνα, Αττικης, Greece",74.0,4.8,4.82,4.94
236,5793527,Entire home/apt,"Athina, Peloponnisos Dytiki Ellada ke Ionio, Greece",61.0,4.94,4.97,4.94
237,5854074,Entire home/apt,,63.0,4.85,4.89,4.92
238,5879722,Entire home/apt,"Athens, Greece",193.0,4.62,4.64,4.9
239,5943899,Entire home/apt,"Athens, Greece",144.0,4.84,4.87,4.88
240,5952349,Entire home/apt,"Athina, Greece",55.0,4.76,4.84,4.93
241,5989683,Entire home/apt,"Athina, Greece",103.0,4.71,4.61,4.86
242,6008336,Entire home/apt,"Athina, Greece",58.0,4.7,4.61,4.8
243,6021135,Entire home/apt,"Athens, Attica, Greece",65.0,4.72,4.64,4.94
244,6027759,Entire home/apt,"Athina, Greece",30.0,4.5,5.0,5.0
245,6039659,Entire home/apt,"Athens,Kipseli, Attica, Greece",35.0,4.76,4.83,4.93
246,6064808,Entire home/apt,"Athina, Attica, Greece",80.0,4.91,4.93,4.97
247,6069036,Entire home/apt,"Athina, Greece",54.0,4.43,4.37,4.73
248,6101477,Entire home/apt,"Athens , Greece",38.0,4.74,4.76,4.93
249,6125281,Entire home/apt,"Athina, Greece",120.0,4.95,4.88,4.99
250,6145084,Private room,"Athina, Attica, Greece",48.0,4.97,4.99,4.99
251,6148073,Entire home/apt,"Athina, Greece",89.0,5.0,4.98,5.0
252,6163186,Entire home/apt,"Athina, Greece",165.0,4.72,4.66,4.78
253,6194899,Entire home/apt,"Athina, Greece",55.0,4.81,4.95,4.86
254,6212120,Entire home/apt,"Athens, Thission, Greece",120.0,4.87,4.97,4.86
255,6233675,Entire home/apt,"Athina, Greece",58.0,4.79,4.85,4.91
256,6236124,Entire home/apt,"Athina, Greece",135.0,4.66,4.83,4.82
257,6238580,Entire home/apt,"Athens, Koukaki, Greece",69.0,4.85,4.93,4.95
258,6240267,Entire home/apt,"Athina, Greece",100.0,4.67,5.0,5.0
259,6241150,Entire home/apt,"Athina, Greece",158.0,4.82,4.86,4.96
260,6241519,Entire home/apt,,75.0,4.91,4.94,4.92
261,6276040,Entire home/apt,"Athina, Greece",70.0,4.95,4.97,4.95
262,6302201,Entire home/apt,"Athina, Victoria, Greece",86.0,4.63,4.65,4.97
263,6304159,Entire home/apt,,107.0,4.33,4.33,5.0
264,6344685,Entire home/apt,,36.0,4.56,4.48,4.74
265,6372321,Entire home/apt,"Athina, Greece",78.0,4.94,4.98,4.99
266,6383348,Entire home/apt,"Athina, Greece",69.0,4.94,5.0,5.0
267,6396516,Entire home/apt,"Kolonaki, Attica, Greece",167.0,4.86,4.78,4.91
268,6402075,Entire home/apt,,90.0,4.9,4.96,4.96
269,6406712,Entire home/apt,"Athina, Greece",127.0,4.98,4.98,4.99
270,6410090,Entire home/apt,"Athina, Exarchia, Greece",90.0,4.96,4.93,5.0
271,6423991,Entire home/apt,"Kallithea, Greece",120.0,4.5,4.5,4.5
272,6466621,Entire home/apt,,60.0,4.53,4.31,4.86
273,6468025,Entire home/apt,"Athina, Greece",80.0,4.69,4.7,4.9
274,6468915,Entire home/apt,"Athina, Greece",145.0,4.81,4.89,4.95
275,6485563,Entire home/apt,"Αθηνα, Αττική, Greece",78.0,4.86,4.81,4.96
276,6513276,Entire home/apt,"Athens, Greece",113.0,4.89,4.95,4.96
277,6557919,Entire home/apt,,42.0,4.72,4.77,4.89
278,6618384,Entire home/apt,"Athina, Greece",115.0,4.96,4.96,4.99
279,6725282,Entire home/apt,"Athina, Greece",36.0,4.68,4.56,4.98
280,6725564,Entire home/apt,"Αθήνα, Attica, Greece",68.0,4.8,4.92,4.97
281,6826083,Entire home/apt,"Athina, Greece",39.0,4.9,4.95,4.98
282,6830986,Entire home/apt,"Athina, Greece",64.0,4.91,4.95,4.98
283,6850682,Entire home/apt,"Athens, Attica, Greece",61.0,4.84,4.63,4.83
284,6875721,Entire home/apt,"Athina, Greece",81.0,4.83,4.72,4.94
285,6881456,Private room,"Athina, Greece",45.0,4.85,4.97,4.99
286,6899760,Entire home/apt,"Athina, Monastiraki, Greece",263.0,4.93,4.96,4.97
287,6933242,Entire home/apt,"Athens, Attica, Greece",48.0,4.93,4.97,4.98
288,6971162,Entire home/apt,"Athina, Xenopoulou, Greece",45.0,4.78,4.77,4.97
289,6982366,Private room,"Athina, Greece",23.0,4.73,4.47,4.93
290,6982879,Private room,"Athina, Greece",26.0,4.63,4.63,5.0
291,7047537,Entire home/apt,"Athina, Greece",27.0,4.59,4.5,4.86
292,7186460,Entire home/apt,,150.0,,,
293,7209432,Entire home/apt,"Athina, Greece",100.0,4.94,4.94,4.94
294,7211619,Entire home/apt,,125.0,4.94,4.97,5.0
295,7257713,Entire home/apt,"Athina, Greece",41.0,4.28,4.29,4.84
296,7285676,Private room,"Αθήνα, ΑΤΤΙΚΗ, Greece",36.0,4.81,4.68,4.97
297,7352618,Entire home/apt,"Αθήνα, Greece",62.0,4.55,4.4,4.8
298,7353011,Entire home/apt,,51.0,5.0,5.0,5.0
299,7379890,Private room,"Athina, Greece",24.0,4.61,4.83,4.61
300,7417715,Entire home/apt,"Athina, Greece",40.0,4.84,4.81,4.97
301,7506567,Entire home/apt,"Athina, Greece",160.0,4.89,4.94,4.89
302,7559058,Entire home/apt,"Athina, Greece",118.0,4.82,4.78,4.89
303,7629370,Entire home/apt,"Athina, Greece",28.0,4.89,5.0,4.95
304,7629943,Entire home/apt,,32.0,4.61,4.47,4.77
305,7660473,Entire home/apt,"Athina, Greece",56.0,4.79,4.88,4.94
306,7660689,Entire home/apt,"Athina, Athens, Greece",90.0,4.85,4.9,4.96
307,7691143,Entire home/apt,"Athina, Greece",65.0,4.88,4.94,4.99
308,7723765,Entire home/apt,"Athens, Attica, Greece",50.0,4.88,4.9,4.98
309,7731909,Private room,"Athina, Greece",29.0,4.83,4.68,4.9
310,7778776,Entire home/apt,,60.0,,,
311,7806479,Entire home/apt,,112.0,,,
312,7806633,Entire home/apt,"Athina, Greece",79.0,4.68,4.72,4.92
313,7834234,Entire home/apt,,150.0,4.5,4.5,5.0
314,7859388,Entire home/apt,"Athens, Attica, Greece",46.0,4.61,4.76,4.86
315,7871285,Entire home/apt,"Athina, Greece",86.0,4.85,4.85,4.94
316,7907302,Entire home/apt,"Athina, Greece",165.0,4.9,4.8,5.0
317,8026892,Entire home/apt,"Athina, Greece",108.0,4.91,4.91,4.96
318,8029633,Entire home/apt,,30.0,4.91,4.64,4.9
319,8111201,Entire home/apt,"Αθήνα, Greece",48.0,4.67,4.78,5.0
320,8150001,Entire home/apt,"Αθήνα, Greece",49.0,4.67,4.76,4.87
321,8247865,Entire home/apt,"Αθήνα, Greece",61.0,4.79,4.86,4.98
322,8322450,Entire home/apt,"Αθήνα, Greece",59.0,4.9,4.93,4.94
323,8326092,Entire home/apt,"Αθήνα, Greece",35.0,4.73,4.85,4.94
324,8498718,Entire home/apt,"Athina, Greece",30.0,4.8,4.65,4.98
325,8546315,Entire home/apt,"Athina, Greece",50.0,4.85,4.75,4.98
326,8551279,Private room,"Athina, Greece",16.0,4.78,4.73,4.91
327,8567406,Entire home/apt,"Athina, Greece",51.0,4.99,4.98,4.99
328,8605440,Entire home/apt,"Athina, Greece",,4.29,3.71,4.14
329,8641766,Entire home/apt,"Athina, Greece",45.0,4.93,4.93,4.98
330,8657610,Entire home/apt,"Athina, Greece",55.0,4.89,4.92,4.92
331,8678502,Entire home/apt,"Athina, Greece",76.0,4.75,4.61,4.89
332,8767366,Entire home/apt,"Athina, Greece",59.0,4.87,4.89,4.99
333,8806684,Entire home/apt,"Athens, Greece",57.0,4.85,4.95,4.96
334,8824752,Entire home/apt,,40.0,4.41,4.17,4.91
335,8835412,Entire home/apt,,50.0,,,
336,8835847,Entire home/apt,"Athina, Greece",65.0,,,
337,8857122,Entire home/apt,"Athina, Greece",,4.62,4.71,4.88
338,8895560,Entire home/apt,"Athina, Greece",35.0,4.64,4.61,4.95
339,8907994,Entire home/apt,,69.0,4.87,4.92,4.83
340,8913269,Entire home/apt,"Athina, Greece",125.0,,,
341,8919942,Entire home/apt,,39.0,4.61,4.59,4.79
342,8938319,Entire home/apt,"Kesariani, Greece",40.0,4.85,4.54,4.92
343,8946786,Entire home/apt,"Athens, Attica, Greece",90.0,4.93,4.93,4.98
344,8966105,Entire home/apt,"Athens, Greece",23.0,4.84,4.87,4.96
345,8982912,Private room,"Athina, Greece",36.0,4.79,4.75,4.89
346,9113325,Entire home/apt,"Athina, Greece",57.0,4.94,4.93,4.94
347,9176077,Entire home/apt,"Athina, Greece",40.0,4.78,5.0,4.83
348,9178630,Entire home/apt,"Athina, Greece",51.0,4.85,4.79,4.97
349,9203875,Entire home/apt,"Athens, Attica, Greece",32.0,4.83,4.87,4.97
350,9206258,Entire home/apt,"Athina, attiki, Greece",93.0,4.66,4.72,4.92
351,9212877,Entire home/apt,"Athina, Greece",99.0,4.54,4.58,4.97
352,9291989,Private room,"Athina, Attica, Greece",45.0,4.92,4.95,4.98
353,9337716,Entire home/apt,"Athina, Greece",47.0,4.53,4.4,4.73
354,9378597,Entire home/apt,"Athina, Greece",41.0,4.91,4.91,4.93
355,9395979,Entire home/apt,,85.0,4.05,4.5,4.86
356,9447094,Entire home/apt,"Athina, Greece",170.0,4.94,4.9,4.98
